ROWID,N_RETURNEES,DEST,check_ESC_OBS_MED_by_dest,N_ESC,N_ESC_LEAD
2017_388,NA,Serbia,NA,NA,NA
2017_396,NA,Nigeria,NA,NA,NA
2017_397,NA,Nigeria,NA,NA,NA
2017_406,NA,Nigeria,NA,NA,NA
2017_407,NA,Nigeria,NA,NA,NA
2017_411,NA,Albania,NA,NA,NA
2017_415,NA,Armenia,NA,NA,NA
2017_416,NA,Armenia,NA,NA,NA
2017_421,NA,Afghanistan,NA,NA,NA
2017_429,NA,Kosovo,NA,NA,NA
2017_430,NA,Kosovo,NA,NA,NA
2017_439,NA,Macedonia,NA,NA,NA
2017_440,NA,Macedonia,NA,NA,NA
2017_449,NA,Pakistan,NA,NA,NA
2017_450,NA,Pakistan,NA,NA,NA
2017_453,NA,Macedonia,NA,NA,NA
2017_465,NA,Serbia,NA,NA,NA
2017_471,NA,Albania,NA,NA,NA
2017_481,NA,Nigeria,NA,NA,NA
2017_482,NA,Nigeria,NA,NA,NA
2017_486,NA,Kosovo,NA,NA,NA
2017_488,NA,Tunisia,NA,NA,NA
2017_490,NA,Kosovo,NA,NA,NA
2017_491,NA,Kosovo,NA,NA,NA
2017_497,NA,Georgia,NA,NA,NA
2017_501,NA,Kosovo,NA,NA,NA
2017_502,NA,Kosovo,NA,NA,NA
2017_504,NA,Albania,NA,NA,NA
2017_505,NA,Albania,NA,NA,NA
2017_511,NA,Armenia,NA,NA,NA
2017_512,NA,Armenia,NA,NA,NA
2017_514,NA,Montenegro,NA,NA,NA
2017_515,NA,Montenegro,NA,NA,NA
2017_517,NA,Egypt,NA,NA,NA
2017_518,NA,Egypt,NA,NA,NA
2017_522,NA,Kosovo,NA,NA,NA
2017_524,NA,Cameroon,NA,NA,NA
2017_525,NA,Cameroon,NA,NA,NA
2017_534,NA,Macedonia,NA,NA,NA
2017_535,NA,Macedonia,NA,NA,NA
2017_541,NA,Pakistan,NA,NA,NA
2017_542,NA,Pakistan,NA,NA,NA
2017_544,NA,Macedonia,NA,NA,NA
2017_545,NA,Macedonia,NA,NA,NA
2017_548,NA,Kosovo,NA,NA,NA
2017_549,NA,Kosovo,NA,NA,NA
2017_553,NA,Albania,NA,NA,NA
2017_556,NA,Kosovo,NA,NA,NA
2017_563,NA,Russia,NA,NA,NA
2017_564,NA,Russia,NA,NA,NA
2017_567,NA,Macedonia,NA,NA,NA
2017_569,NA,Bosnia and Herzegovina,NA,NA,NA
2017_572,NA,Albania,NA,NA,NA
2017_577,NA,Kosovo,NA,NA,NA
2017_578,NA,Kosovo,NA,NA,NA
2017_580,NA,Armenia,TRUE,1.5,NA
2017_581,NA,Armenia,NA,NA,NA
2017_582,NA,Armenia,NA,NA,NA
2017_584,NA,Tunisia,NA,NA,NA
2017_587,NA,Kosovo,NA,NA,NA
2017_588,NA,Kosovo,NA,NA,NA
2017_595,NA,Pakistan,NA,NA,NA
2017_596,NA,Pakistan,NA,NA,NA
2017_600,NA,Gambia,NA,NA,NA
2017_601,NA,Gambia,NA,NA,NA
2017_602,NA,Gambia,NA,NA,NA
2017_604,NA,Gambia,NA,NA,NA
2017_605,NA,Gambia,NA,NA,NA
2017_606,NA,Gambia,NA,NA,NA
2017_614,NA,Congo DR,NA,NA,NA
2017_615,NA,Congo DR,NA,NA,NA
2017_617,NA,Colombia,NA,NA,NA
2017_618,NA,Colombia,NA,NA,NA
2017_621,NA,Albania,NA,NA,NA
2017_624,NA,Montenegro,NA,NA,NA
2017_625,NA,Montenegro,NA,NA,NA
2017_633,NA,Albania,NA,NA,NA
2017_636,NA,Armenia,NA,NA,NA
2017_637,NA,Armenia,NA,NA,NA
2017_642,NA,Afghanistan,NA,NA,NA
2017_643,NA,Afghanistan,NA,NA,NA
2017_646,NA,Serbia,NA,NA,NA
2017_649,NA,Albania,NA,NA,NA
2017_653,NA,Georgia,NA,NA,NA
2017_656,NA,Georgia,NA,NA,NA
2017_658,NA,Kosovo,NA,NA,NA
2017_659,NA,Kosovo,NA,NA,NA
2017_666,NA,Kosovo,NA,NA,NA
2017_667,NA,Kosovo,NA,NA,NA
2017_669,NA,Macedonia,NA,NA,NA
2017_670,NA,Macedonia,NA,NA,NA
2017_672,NA,Lebanon,NA,NA,NA
2017_673,NA,Lebanon,NA,NA,NA
2017_675,NA,Azerbaijan,NA,NA,NA
2017_679,NA,Albania,NA,NA,NA
2017_683,NA,Albania,NA,NA,NA
2017_688,NA,Albania,NA,NA,NA
2017_697,NA,Pakistan,NA,NA,NA
2017_698,NA,Pakistan,NA,NA,NA
2017_700,NA,Tunisia,NA,NA,NA
2017_703,NA,Albania,NA,NA,NA
2017_707,NA,Georgia,NA,NA,NA
2017_708,NA,Georgia,NA,NA,NA
2017_712,NA,Kosovo,NA,NA,NA
2017_715,NA,Albania,NA,NA,NA
2017_716,NA,Albania,NA,NA,NA
2017_718,NA,Moldova,NA,NA,NA
2017_725,NA,Afghanistan,NA,NA,NA
2017_726,NA,Afghanistan,NA,NA,NA
2017_731,NA,Armenia,NA,NA,NA
2017_732,NA,Armenia,NA,NA,NA
2017_736,NA,Albania,NA,NA,NA
2017_745,NA,Gambia,NA,NA,NA
2017_746,NA,Gambia,NA,NA,NA
2017_749,NA,Albania,NA,NA,NA
2017_753,NA,Macedonia,NA,NA,NA
2017_755,NA,Serbia,NA,NA,NA
2017_761,NA,Congo DR,NA,NA,NA
2017_762,NA,Congo DR,NA,NA,NA
2017_765,NA,Ukraine,NA,NA,NA
2017_766,NA,Ukraine,NA,NA,NA
2017_768,NA,Albania,NA,NA,NA
2017_770,NA,Colombia,NA,NA,NA
2017_772,NA,Russia,NA,NA,NA
2017_775,NA,Albania,NA,NA,NA
2017_784,NA,Pakistan,NA,NA,NA
2017_787,NA,Albania,NA,NA,NA
2017_792,NA,Afghanistan,NA,NA,NA
2017_793,NA,Afghanistan,NA,NA,NA
2017_803,NA,Nigeria,NA,NA,NA
2017_804,NA,Nigeria,NA,NA,NA
2017_806,NA,Macedonia,NA,NA,NA
2017_811,NA,Georgia,NA,NA,NA
2017_813,NA,Kosovo,NA,NA,NA
2017_814,NA,Kosovo,NA,NA,NA
2017_816,NA,Tunisia,NA,NA,NA
2017_819,NA,Albania,NA,NA,NA
2017_825,NA,Kosovo,NA,NA,NA
2017_832,NA,Pakistan,NA,NA,NA
2017_833,NA,Pakistan,NA,NA,NA
2017_838,NA,Albania,NA,NA,NA
2017_842,NA,Albania,NA,NA,NA
2017_11,NA,Serbia,TRUE,0,NA
2017_12,NA,Serbia,NA,NA,NA
2017_20,NA,Georgia,NA,NA,NA
2017_63,NA,Togo,NA,NA,NA
2017_84,NA,Georgia,NA,NA,NA
2017_86,NA,Moldova,NA,NA,NA
2017_88,NA,Serbia,NA,NA,NA
2017_101,NA,Georgia,NA,NA,NA
2017_113,NA,Montenegro,NA,NA,NA
2017_121,NA,Moldova,NA,NA,NA
2017_149,NA,Peru,NA,NA,NA
2017_162,NA,Bosnia and Herzegovina,NA,NA,NA
2017_177,NA,Nigeria,NA,NA,NA
2017_178,NA,Nigeria,NA,NA,NA
2017_186,NA,Kosovo,NA,NA,NA
2017_227,NA,Guinea,NA,NA,NA
2017_228,NA,Guinea,NA,NA,NA
2017_229,NA,Guinea,NA,NA,NA
2017_230,NA,Guinea,NA,NA,NA
2017_231,NA,Guinea,NA,NA,NA
2017_232,NA,Guinea,NA,NA,NA
2017_233,NA,Guinea,NA,NA,NA
2017_234,NA,Guinea,NA,NA,NA
2017_241,NA,Kosovo,NA,NA,NA
2017_260,NA,Macedonia,NA,NA,NA
2017_263,NA,Kosovo,NA,NA,NA
2017_264,NA,Kosovo,NA,NA,NA
2017_266,NA,Kosovo,NA,NA,NA
2017_283,NA,Georgia,NA,NA,NA
2017_292,NA,Sudan,NA,NA,NA
2017_293,NA,Sudan,NA,NA,NA
2017_307,NA,Ukraine,NA,NA,NA
2017_308,NA,Ukraine,NA,NA,NA
2017_310,NA,Serbia,NA,NA,NA
2017_326,NA,Georgia,NA,NA,NA
2017_372,NA,Dominican Republic,NA,NA,NA
2017_378,NA,Bosnia and Herzegovina,NA,NA,NA
2017_415,NA,Georgia,NA,NA,NA
2017_416,NA,Georgia,NA,NA,NA
2017_439,NA,Serbia,NA,NA,NA
2017_440,NA,Serbia,NA,NA,NA
2017_453,NA,Kosovo,NA,NA,NA
2017_486,NA,Albania,NA,NA,NA
2017_501,NA,Albania,NA,NA,NA
2017_502,NA,Albania,NA,NA,NA
2017_504,NA,Kosovo,NA,NA,NA
2017_505,NA,Kosovo,NA,NA,NA
2017_511,NA,Georgia,NA,NA,NA
2017_512,NA,Georgia,NA,NA,NA
2017_514,NA,Serbia,NA,NA,NA
2017_515,NA,Serbia,NA,NA,NA
2017_524,NA,Ivory Coast,NA,NA,NA
2017_525,NA,Ivory Coast,NA,NA,NA
2017_544,NA,Serbia,NA,NA,NA
2017_545,NA,Serbia,NA,NA,NA
2017_556,NA,Albania,NA,NA,NA
2017_558,NA,Georgia,NA,NA,NA
2017_567,NA,Serbia,NA,NA,NA
2017_569,NA,Albania,NA,NA,NA
2017_581,NA,Georgia,NA,NA,NA
2017_582,NA,Georgia,NA,NA,NA
2017_605,NA,Nigeria,NA,NA,NA
2017_606,NA,Nigeria,NA,NA,NA
2017_614,NA,Ghana,NA,NA,NA
2017_615,NA,Ghana,NA,NA,NA
2017_617,NA,Peru,NA,NA,NA
2017_618,NA,Peru,NA,NA,NA
2017_624,NA,Serbia,NA,NA,NA
2017_625,NA,Serbia,NA,NA,NA
2017_635,NA,Georgia,NA,NA,NA
2017_636,NA,Georgia,NA,NA,NA
2017_637,NA,Georgia,NA,NA,NA
2017_658,NA,Albania,NA,NA,NA
2017_659,NA,Albania,NA,NA,NA
2017_669,NA,Serbia,NA,NA,NA
2017_670,NA,Serbia,NA,NA,NA
2017_688,NA,Georgia,NA,NA,NA
2017_718,NA,Albania,NA,NA,NA
2017_731,NA,Georgia,NA,NA,NA
2017_732,NA,Georgia,NA,NA,NA
2017_745,NA,Nigeria,NA,NA,NA
2017_746,NA,Nigeria,NA,NA,NA
2017_753,NA,Serbia,NA,NA,NA
2017_755,NA,Bosnia and Herzegovina,NA,NA,NA
2017_761,NA,Guinea,NA,NA,NA
2017_762,NA,Guinea,NA,NA,NA
2017_768,NA,Kosovo,NA,NA,NA
2017_770,NA,Dominican Republic,NA,NA,NA
2017_806,NA,Serbia,NA,NA,NA
2017_825,NA,Albania,NA,NA,NA
2017_162,NA,Moldova,NA,NA,NA
2017_241,NA,Moldova,NA,NA,NA
2017_310,NA,Moldova,NA,NA,NA
2017_378,NA,Moldova,NA,NA,NA
2017_453,NA,Serbia,NA,NA,NA
2017_501,NA,Serbia,NA,NA,NA
2017_502,NA,Serbia,NA,NA,NA
2017_569,NA,Kosovo,NA,NA,NA
2017_718,NA,Serbia,NA,NA,NA
2017_755,NA,Kosovo,NA,NA,NA
2017_825,NA,Moldova,NA,NA,NA
2016_1,31,Albania,NA,NA,NA
2016_2,3.5,Albania,NA,NA,NA
2016_3,9,Albania,NA,NA,NA
2016_4,0.5,Albania,NA,NA,NA
2016_5,0,Albania,NA,NA,NA
2016_6,103,Kosovo,NA,NA,NA
2016_8,4,Kosovo,NA,NA,NA
2016_9,8,Kosovo,NA,NA,NA
2016_11,87,Albania,NA,NA,NA
2016_12,5,Albania,NA,NA,NA
2016_14,35,Kosovo,NA,NA,NA
2016_15,9,Kosovo,NA,NA,NA
2016_16,25,Kosovo,NA,NA,NA
2016_18,14,Albania,NA,NA,NA
2016_19,7,Albania,NA,NA,NA
2016_20,23,Albania,NA,NA,NA
2016_22,56,Kosovo,NA,NA,NA
2016_23,4,Kosovo,NA,NA,NA
2016_24,3,Kosovo,NA,NA,NA
2016_25,16,Kosovo,NA,NA,NA
2016_27,27,Albania,NA,NA,NA
2016_28,24,Albania,NA,NA,NA
2016_29,10,Albania,NA,NA,NA
2016_30,3,Albania,NA,NA,NA
2016_32,4,Nigeria,NA,NA,NA
2016_33,2,Nigeria,NA,NA,NA
2016_34,3,Nigeria,NA,NA,NA
2016_35,4,Nigeria,NA,NA,NA
2016_36,6,Nigeria,NA,NA,NA
2016_37,4,Nigeria,NA,NA,NA
2016_39,34.5,Colombia,NA,NA,NA
2016_40,1,Colombia,NA,NA,NA
2016_43,9,Kosovo,NA,NA,NA
2016_44,46,Kosovo,NA,NA,NA
2016_46,22,Albania,NA,NA,NA
2016_47,2,Albania,NA,NA,NA
2016_48,3.5,Albania,NA,NA,NA
2016_49,7.5,Albania,NA,NA,NA
2016_50,0.5,Albania,NA,NA,NA
2016_52,22,Nigeria,NA,NA,NA
2016_54,9,Nigeria,NA,NA,NA
2016_55,4,Nigeria,NA,NA,NA
2016_56,4,Nigeria,NA,NA,NA
2016_57,2,Nigeria,NA,NA,NA
2016_58,1,Nigeria,NA,NA,NA
2016_60,13.5,Armenia,NA,NA,NA
2016_61,1,Armenia,NA,NA,NA
2016_62,4,Armenia,NA,NA,NA
2016_63,7,Armenia,NA,NA,NA
2016_64,3,Armenia,NA,NA,NA
2016_65,3,Armenia,NA,NA,NA
2016_66,3.5,Armenia,NA,NA,NA
2016_67,4.5,Armenia,NA,NA,NA
2016_69,59,Kosovo,NA,NA,NA
2016_70,2,Kosovo,NA,NA,NA
2016_72,13,Nigeria,NA,NA,NA
2016_73,4,Nigeria,NA,NA,NA
2016_74,2,Nigeria,NA,NA,NA
2016_75,1,Nigeria,NA,NA,NA
2016_76,1,Nigeria,NA,NA,NA
2016_77,1,Nigeria,NA,NA,NA
2016_78,12,Nigeria,NA,NA,NA
2016_79,1,Nigeria,NA,NA,NA
2016_81,27,Georgia,NA,NA,NA
2016_82,2,Georgia,NA,NA,NA
2016_83,2,Georgia,NA,NA,NA
2016_84,7,Georgia,NA,NA,NA
2016_85,1,Georgia,NA,NA,NA
2016_86,5,Georgia,NA,NA,NA
2016_88,8,Armenia,NA,NA,NA
2016_89,2,Armenia,NA,NA,NA
2016_90,1,Armenia,NA,NA,NA
2016_91,77,Albania,NA,NA,NA
2016_92,10,Albania,NA,NA,NA
2016_93,6,Albania,NA,NA,NA
2016_94,7,Albania,NA,NA,NA
2016_96,13,Pakistan,NA,NA,NA
2016_98,1,Pakistan,NA,NA,NA
2016_99,2,Pakistan,NA,NA,NA
2016_100,8,Pakistan,NA,NA,NA
2016_102,30.5,Macedonia,NA,NA,NA
2016_103,1.5,Macedonia,NA,NA,NA
2016_104,10.5,Macedonia,NA,NA,NA
2016_105,0,Macedonia,NA,NA,NA
2016_106,67,Kosovo,NA,NA,NA
2016_107,9,Kosovo,NA,NA,NA
2016_108,9,Kosovo,NA,NA,NA
2016_110,48,Albania,NA,NA,NA
2016_111,6,Albania,NA,NA,NA
2016_112,2,Albania,NA,NA,NA
2016_114,49,Kosovo,NA,NA,NA
2016_115,1,Kosovo,NA,NA,NA
2016_117,13,Albania,NA,NA,NA
2016_118,0,Albania,NA,NA,NA
2016_119,108,Albania,NA,NA,NA
2016_120,2,Albania,NA,NA,NA
2016_121,14,Nigeria,NA,NA,NA
2016_122,3,Nigeria,NA,NA,NA
2016_123,2,Nigeria,NA,NA,NA
2016_124,2,Nigeria,NA,NA,NA
2016_125,6,Nigeria,NA,NA,NA
2016_127,5,Kosovo,NA,NA,NA
2016_128,29,Kosovo,NA,NA,NA
2016_129,9,Kosovo,NA,NA,NA
2016_130,1,Kosovo,NA,NA,NA
2016_131,55,Serbia,NA,NA,NA
2016_132,5,Serbia,NA,NA,NA
2016_133,64,Macedonia,NA,NA,NA
2016_134,10,Macedonia,NA,NA,NA
2016_135,21,Georgia,NA,NA,NA
2016_136,4,Georgia,NA,NA,NA
2016_138,85,Kosovo,NA,NA,NA
2016_139,14,Kosovo,NA,NA,NA
2016_141,25,Albania,NA,NA,NA
2016_142,25,Albania,NA,NA,NA
2016_143,8,Albania,NA,NA,NA
2016_144,5,Russia,NA,NA,NA
2016_145,5,Russia,NA,NA,NA
2016_147,5,Nigeria,NA,NA,NA
2016_148,5,Nigeria,NA,NA,NA
2016_149,1,Nigeria,NA,NA,NA
2016_150,2,Nigeria,NA,NA,NA
2016_151,5,Nigeria,NA,NA,NA
2016_153,30,Albania,NA,NA,NA
2016_154,24,Albania,NA,NA,NA
2016_155,3,Albania,NA,NA,NA
2016_157,25,Albania,NA,NA,NA
2016_159,5.5,Armenia,NA,NA,NA
2016_160,3,Armenia,NA,NA,NA
2016_161,9.5,Armenia,NA,NA,NA
2016_162,1.5,Armenia,NA,NA,NA
2016_163,0.5,Armenia,NA,NA,NA
2016_164,27,Colombia,NA,NA,NA
2016_165,0.5,Colombia,NA,NA,NA
2016_166,107,Serbia,NA,NA,NA
2016_167,25,Albania,NA,NA,NA
2016_169,5.5,Armenia,NA,NA,NA
2016_170,3,Armenia,NA,NA,NA
2016_171,0.5,Armenia,NA,NA,NA
2016_172,9.5,Armenia,NA,NA,NA
2016_173,1.5,Armenia,NA,NA,NA
2016_174,0,Armenia,NA,NA,NA
2016_175,27,Colombia,NA,NA,NA
2016_176,0.5,Colombia,NA,NA,NA
2016_178,20,Nigeria,NA,NA,NA
2016_179,6,Nigeria,NA,NA,NA
2016_180,3,Nigeria,NA,NA,NA
2016_181,50,Serbia,NA,NA,NA
2016_182,2,Serbia,NA,NA,NA
2016_184,11,Kosovo,NA,NA,NA
2016_185,46,Kosovo,NA,NA,NA
2016_186,2,Kosovo,NA,NA,NA
2016_187,1,Pakistan,NA,NA,NA
2016_188,12,Pakistan,NA,NA,NA
2016_189,8,Pakistan,NA,NA,NA
2016_191,53,Kosovo,NA,NA,NA
2016_192,4,Kosovo,NA,NA,NA
2016_193,3,Kosovo,NA,NA,NA
2016_194,23,Kosovo,NA,NA,NA
2016_195,6,Kosovo,NA,NA,NA
2016_197,56,Albania,NA,NA,NA
2016_198,5,Albania,NA,NA,NA
2016_199,16,Albania,NA,NA,NA
2016_200,1,Albania,NA,NA,NA
2016_201,0,Togo,NA,NA,NA
2016_202,2,Togo,NA,NA,NA
2016_203,27,Albania,NA,NA,NA
2016_204,3,Albania,NA,NA,NA
2016_205,49,Albania,NA,NA,NA
2016_206,4,Albania,NA,NA,NA
2016_208,4,Albania,NA,NA,NA
2016_209,77,Serbia,NA,NA,NA
2016_210,3,Serbia,NA,NA,NA
2016_211,20,Albania,NA,NA,NA
2016_212,7,Albania,NA,NA,NA
2016_213,9,Albania,NA,NA,NA
2016_214,2,Albania,NA,NA,NA
2016_220,29,Georgia,NA,NA,NA
2016_221,1,Georgia,NA,NA,NA
2016_222,8,Georgia,NA,NA,NA
2016_224,43,Kosovo,NA,NA,NA
2016_225,4,Kosovo,NA,NA,NA
2016_226,1,Kosovo,NA,NA,NA
2016_227,31,Albania,NA,NA,NA
2016_228,39,Albania,NA,NA,NA
2016_229,25,Albania,NA,NA,NA
2016_230,19,Albania,NA,NA,NA
2016_231,6,Albania,NA,NA,NA
2016_233,3.5,Egypt,NA,NA,NA
2016_234,1,Egypt,NA,NA,NA
2016_235,0.5,Egypt,NA,NA,NA
2016_236,0.5,Egypt,NA,NA,NA
2016_237,2,Egypt,NA,NA,NA
2016_238,57,Kosovo,NA,NA,NA
2016_239,5,Kosovo,NA,NA,NA
2016_240,5,Kosovo,NA,NA,NA
2016_242,10,Kosovo,NA,NA,NA
2016_243,44,Kosovo,NA,NA,NA
2016_244,4,Kosovo,NA,NA,NA
2016_246,58,Serbia,NA,NA,NA
2016_247,3,Serbia,NA,NA,NA
2016_248,6,Nigeria,NA,NA,NA
2016_249,4,Nigeria,NA,NA,NA
2016_250,1,Nigeria,NA,NA,NA
2016_251,2,Nigeria,NA,NA,NA
2016_252,1,Nigeria,NA,NA,NA
2016_253,3,Nigeria,NA,NA,NA
2016_255,47,Albania,NA,NA,NA
2016_256,2,Albania,NA,NA,NA
2016_257,1,Albania,NA,NA,NA
2016_259,33,Serbia,NA,NA,NA
2016_260,1,Serbia,NA,NA,NA
2016_262,32,Pakistan,NA,NA,NA
2016_263,4,Pakistan,NA,NA,NA
2016_264,6,Pakistan,NA,NA,NA
2016_266,25,Albania,NA,NA,NA
2016_267,6,Albania,NA,NA,NA
2016_268,14,Albania,NA,NA,NA
2016_269,3,Albania,NA,NA,NA
2016_272,3.5,Armenia,NA,NA,NA
2016_273,5,Armenia,NA,NA,NA
2016_274,3.5,Armenia,NA,NA,NA
2016_275,5.5,Armenia,NA,NA,NA
2016_276,1,Armenia,NA,NA,NA
2016_278,47,Albania,NA,NA,NA
2016_279,3,Albania,NA,NA,NA
2016_281,8,Kosovo,NA,NA,NA
2016_282,19,Kosovo,NA,NA,NA
2016_283,61,Kosovo,NA,NA,NA
2016_284,19,Macedonia,NA,NA,NA
2016_285,15,Nigeria,NA,NA,NA
2016_286,2,Nigeria,NA,NA,NA
2016_287,5,Nigeria,NA,NA,NA
2016_289,52,Albania,NA,NA,NA
2016_290,6,Albania,NA,NA,NA
2016_291,5,Albania,NA,NA,NA
2016_292,37,Albania,NA,NA,NA
2016_293,26,Kosovo,NA,NA,NA
2016_294,23,Bosnia and Herzegovina,NA,NA,NA
2016_295,39,Serbia,NA,NA,NA
2016_296,21,Tunisia,NA,NA,NA
2016_297,10,Armenia,NA,NA,NA
2016_298,5,Armenia,NA,NA,NA
2016_300,35,Macedonia,NA,NA,NA
2016_301,74,Serbia,NA,NA,NA
2016_302,51,Kosovo,NA,NA,NA
2016_303,1,Kosovo,NA,NA,NA
2016_306,5,Russia,NA,NA,NA
2016_307,1,Russia,NA,NA,NA
2016_308,30,Tunisia,NA,NA,NA
2016_309,31,Albania,NA,NA,NA
2016_310,17,Kosovo,NA,NA,NA
2016_311,21,Tunisia,NA,NA,NA
2016_312,30,Albania,NA,NA,NA
2016_313,33,Georgia,NA,NA,NA
2016_314,58,Albania,NA,NA,NA
2016_315,14,Albania,NA,NA,NA
2016_316,65,Kosovo,NA,NA,NA
2016_317,23,Kosovo,NA,NA,NA
2016_318,28,Kosovo,NA,NA,NA
2016_320,30,Tunisia,NA,NA,NA
2016_321,40,Albania,NA,NA,NA
2016_322,27,Albania,NA,NA,NA
2016_323,19,Albania,NA,NA,NA
2016_324,5,Albania,NA,NA,NA
2016_325,8.5,Armenia,NA,NA,NA
2016_326,2.5,Armenia,NA,NA,NA
2016_327,1.5,Armenia,NA,NA,NA
2016_328,0.5,Armenia,NA,NA,NA
2016_329,40,Sudan,NA,NA,NA
2016_330,48,Serbia,NA,NA,NA
2016_331,30,Tunisia,NA,NA,NA
2016_332,12,Tunisia,NA,NA,NA
2016_333,26.5,Macedonia,NA,NA,NA
2016_334,0.5,Macedonia,NA,NA,NA
2016_335,42,Serbia,NA,NA,NA
2016_336,32,Kosovo,NA,NA,NA
2016_337,36,Kosovo,NA,NA,NA
2016_338,83,Kosovo,NA,NA,NA
2016_339,21,Albania,NA,NA,NA
2016_340,30,Tunisia,NA,NA,NA
2016_341,46,Albania,NA,NA,NA
2016_342,42,Albania,NA,NA,NA
2016_343,4,Albania,NA,NA,NA
2016_344,3.5,Ghana,NA,NA,NA
2016_345,3,Ghana,NA,NA,NA
2016_347,30,Tunisia,NA,NA,NA
2016_348,10,Kosovo,NA,NA,NA
2016_349,19,Albania,NA,NA,NA
2016_350,3,Afghanistan,NA,NA,NA
2016_351,43,Kosovo,NA,NA,NA
2016_352,44,Macedonia,NA,NA,NA
2016_353,7,Macedonia,NA,NA,NA
2016_355,15,Kosovo,NA,NA,NA
2016_356,24,Kosovo,NA,NA,NA
2016_357,1,Kosovo,NA,NA,NA
2016_358,35,Kosovo,NA,NA,NA
2016_359,16,Kosovo,NA,NA,NA
2016_360,11,Albania,NA,NA,NA
2016_361,12,Albania,NA,NA,NA
2016_362,0.5,Albania,NA,NA,NA
2016_363,30,Tunisia,NA,NA,NA
2016_364,49,Kosovo,NA,NA,NA
2016_365,30,Tunisia,NA,NA,NA
2016_366,23,Albania,NA,NA,NA
2016_367,77,Kosovo,NA,NA,NA
2016_368,78,Serbia,NA,NA,NA
2016_369,2,Serbia,NA,NA,NA
2016_370,9,Kosovo,NA,NA,NA
2016_371,59,Macedonia,NA,NA,NA
2016_372,15,Tunisia,NA,NA,NA
2016_373,9,Nigeria,NA,NA,NA
2016_374,1,Nigeria,NA,NA,NA
2016_375,2,Nigeria,NA,NA,NA
2016_376,3,Nigeria,NA,NA,NA
2016_377,3,Nigeria,NA,NA,NA
2016_378,9,Nigeria,NA,NA,NA
2016_379,2,Nigeria,NA,NA,NA
2016_381,39,Georgia,NA,NA,NA
2016_382,1,Georgia,NA,NA,NA
2016_383,9,Georgia,NA,NA,NA
2016_385,53,Albania,NA,NA,NA
2016_386,16,Tunisia,NA,NA,NA
2016_387,24,Albania,NA,NA,NA
2016_388,4,Albania,NA,NA,NA
2016_389,18,Albania,NA,NA,NA
2016_391,2,Somalia,NA,NA,NA
2016_392,18,Guinea,NA,NA,NA
2016_393,1,Guinea,NA,NA,NA
2016_394,1,Guinea,NA,NA,NA
2016_395,1,Guinea,NA,NA,NA
2016_396,7,Guinea,NA,NA,NA
2016_397,60,Serbia,NA,NA,NA
2016_398,28,Tunisia,NA,NA,NA
2016_399,26,Kosovo,NA,NA,NA
2016_400,27,Pakistan,NA,NA,NA
2016_401,9,Pakistan,NA,NA,NA
2016_402,4,Pakistan,NA,NA,NA
2016_403,3,Pakistan,NA,NA,NA
2016_404,8,Pakistan,NA,NA,NA
2016_406,11,Albania,NA,NA,NA
2016_407,44,Albania,NA,NA,NA
2016_408,15,Albania,NA,NA,NA
2016_409,41,Macedonia,NA,NA,NA
2016_410,8,Nigeria,NA,NA,NA
2016_411,5,Nigeria,NA,NA,NA
2016_413,92,Kosovo,NA,NA,NA
2016_414,30,Tunisia,NA,NA,NA
2016_415,30,Tunisia,NA,NA,NA
2016_416,21,Kosovo,NA,NA,NA
2016_417,5,Kosovo,NA,NA,NA
2016_418,6,Kosovo,NA,NA,NA
2016_419,9,Macedonia,NA,NA,NA
2016_421,29,Albania,NA,NA,NA
2016_422,3,Albania,NA,NA,NA
2016_423,12,Kosovo,NA,NA,NA
2016_424,11,Kosovo,NA,NA,NA
2016_425,2,Kosovo,NA,NA,NA
2016_426,52,Montenegro,NA,NA,NA
2016_427,30,Nigeria,NA,NA,NA
2016_428,2,Nigeria,NA,NA,NA
2016_429,3,Nigeria,NA,NA,NA
2016_430,2,Nigeria,NA,NA,NA
2016_431,1,Nigeria,NA,NA,NA
2016_432,1,Nigeria,NA,NA,NA
2016_434,30,Tunisia,NA,NA,NA
2016_435,25,Albania,NA,NA,NA
2016_436,6,Albania,NA,NA,NA
2016_437,16,Albania,NA,NA,NA
2016_439,21,Kosovo,NA,NA,NA
2016_440,4,Armenia,NA,NA,NA
2016_441,1.5,Armenia,NA,NA,NA
2016_442,3,Armenia,NA,NA,NA
2016_443,7,Turkey,NA,NA,NA
2016_444,37,Macedonia,NA,NA,NA
2016_445,29,Macedonia,NA,NA,NA
2016_446,39,Serbia,NA,NA,NA
2016_447,2,Serbia,NA,NA,NA
2016_448,34,Albania,NA,NA,NA
2016_449,11,Albania,NA,NA,NA
2016_450,37,Serbia,NA,NA,NA
2016_451,2,Serbia,NA,NA,NA
2016_452,23,Albania,NA,NA,NA
2016_453,59,Kosovo,NA,NA,NA
2016_454,34,Albania,NA,NA,NA
2016_455,8,Albania,NA,NA,NA
2016_456,96,Albania,NA,NA,NA
2016_457,53,Lebanon,NA,NA,NA
2016_459,10,Tunisia,NA,NA,NA
2016_460,33,Macedonia,NA,NA,NA
2016_461,23,Pakistan,NA,NA,NA
2016_462,12,Pakistan,NA,NA,NA
2016_463,9,Pakistan,NA,NA,NA
2016_464,2,Pakistan,NA,NA,NA
2016_467,34,Nigeria,NA,NA,NA
2016_468,2,Nigeria,NA,NA,NA
