DATE,ROID,ID,MSNAME,MSISO,N_RETURNEES,N_ESC_OBS_MED,N_ESC,N_ESC_LEAD,N_MEDS,N_OBS,N_MONITORS,FX_CONTRIB,OPTYPE,NOTES_COMMENTS,N_ESC_POOL,N_MONITORS_POOL
2018-02-01,NA,2018_28,Spain,ESP,8,21,20,1,NA,NA,NA,413.6,JRO,NA,NA,NA
2018-02-01,NA,2018_28,Sweden,SWE,3,11,10,1,NA,NA,NA,5540.14,JRO,NA,NA,NA
2018-10-25,RO-00847,2018_280,Italy,ITA,39,74,73,1,2,NA,NA,58580,NRO,NA,NA,NA
2018-10-26,NA,2018_281,Denmark,DNK,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-10-26,NA,2018_281,Germany,DEU,43,68,67,1,1,NA,NA,NA,JRO,NA,NA,NA
2018-10-26,RO-00844,2018_282,France,FRA,14,35,33,2,1,NA,NA,98667.87,NRO,NA,NA,NA
2018-10-29,NA,2018_283,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,319000,JRO,NA,NA,NA
2018-10-29,NA,2018_283,Germany,DEU,19,47,46,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-10-29,NA,2018_283,Greece,GRC,7,29,27,2,1,NA,NA,NA,JRO,NA,NA,NA
2018-10-29,NA,2018_283,Iceland,ISL,NA,NA,NA,NA,NA,1,NA,NA,JRO,NA,NA,NA
2018-10-29,RO-00815,2018_284,Austria,AUT,5,18,17,1,3,NA,NA,126541.53,NRO,NA,NA,NA
2018-10-29,RO-00848,2018_285,Italy,ITA,18,67,66,1,2,NA,NA,55449,NRO,NA,NA,NA
2018-10-30,RO-00715,2018_286,Austria,AUT,31,61,60,1,3,NA,1,88178.9,NRO,NA,NA,NA
2018-10-30,RO-00795,2018_287,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-10-30,RO-00795,2018_287,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-10-30,RO-00795,2018_287,Belgium,BEL,5,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-10-30,RO-00795,2018_287,France,FRA,24,39,33,2,2,2,NA,43081.32,CRO,NA,NA,NA
2018-11-02,NA,2018_288,Germany,DEU,15,60,59,1,2,NA,NA,NA,JRO,NA,NA,NA
2018-11-02,NA,2018_288,Luxembourg,LUX,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-06,RO-00796,2018_289,Belgium,BEL,9,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-11-06,RO-00796,2018_289,France,FRA,18,36,35,1,2,NA,NA,42441.89,CRO,NA,NA,NA
2018-11-06,RO-00796,2018_289,Portugal,PRT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-02-01,RO-00570,2018_29,Italy,ITA,28,70,70,NA,2,NA,NA,51510,NRO,NA,NA,NA
2018-11-06,NA,2018_290,Austria,AUT,24,52,51,1,3,NA,1,NA,JRO,NA,NA,NA
2018-11-06,NA,2018_290,Greece,GRC,2,5,3,2,NA,NA,NA,NA,JRO,NA,NA,NA
2018-11-06,NA,2018_290,Hungary,HUN,NA,14,13,1,2,NA,1,NA,JRO,NA,NA,NA
2018-11-06,NA,2018_291,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-06,NA,2018_291,Germany,DEU,98,36,35,1,2,NA,NA,NA,JRO,NA,NA,NA
2018-11-06,RO-00850,2018_292,Italy,ITA,21,48,47,1,2,NA,NA,73225,NRO,NA,NA,NA
2018-11-07,NA,2018_293,Germany,DEU,25,74,73,1,2,NA,NA,NA,JRO,NA,NA,NA
2018-11-07,NA,2018_293,Portugal,PRT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-07,NA,2018_294,Germany,DEU,101,37,36,1,2,NA,1,NA,JRO,NA,NA,NA
2018-11-08,RO-00713,2018_295,Austria,AUT,20,40,39,1,3,NA,1,61625.67,NRO,NA,NA,NA
2018-11-09,NA,2018_296,Germany,DEU,44,59,58,1,1,NA,NA,NA,JRO,NA,NA,NA
2018-11-09,NA,2018_296,Romania,ROU,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-12,RO-00852,2018_297,Italy,ITA,39,92,91,1,2,NA,NA,62620,NRO,NA,NA,NA
2018-11-13,NA,2018_298,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-13,NA,2018_298,Germany,DEU,42,82,81,1,2,NA,NA,NA,JRO,NA,NA,NA
2018-11-13,RO-00799,2018_299,Spain,ESP,27,51,45,2,2,2,NA,140886.92,NRO,NA,NA,NA
2018-01-08,RO-00539,2018_3,Italy,ITA,29,69,68,1,2,NA,NA,62115,NRO,NA,NA,NA
2018-02-02,RO-00563,2018_30,France,FRA,9,16,15,1,1,NA,NA,74550.12,NRO,NA,NA,NA
2018-11-13,RO-00839,2018_300,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-11-13,RO-00839,2018_300,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-11-13,RO-00839,2018_300,France,FRA,20,41,35,2,2,2,NA,43510.22,CRO,NA,NA,NA
2018-11-14,NA,2018_301,Austria,AUT,11,36,35,1,3,NA,NA,NA,JRO,NA,NA,NA
2018-11-14,NA,2018_301,Belgium,BEL,2,5,4,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-11-14,NA,2018_301,Greece,GRC,1,3,2,1,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-14,NA,2018_301,Norway,NOR,1,5,4,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-11-14,NA,2018_301,Sweden,SWE,1,4,3,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-11-14,NA,2018_301,Switzerland,CHE,3,10,9,1,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-15,RO-00864,2018_302,Italy,ITA,13,38,37,1,2,NA,NA,52520,NRO,NA,NA,NA
2018-11-19,NA,2018_303,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-19,NA,2018_303,Germany,DEU,19,67,66,1,2,NA,NA,NA,JRO,NA,NA,NA
2018-11-19,NA,2018_303,Poland,POL,2,5,4,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-11-19,NA,2018_304,Germany,DEU,33,53,52,1,4,NA,NA,NA,JRO,NA,NA,NA
2018-11-19,NA,2018_304,Romania,ROU,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-19,RO-00835,2018_305,Sweden,SWE,25,69,64,2,2,1,1,188288.47,NRO,NA,NA,NA
2018-11-20,NA,2018_306,Germany,DEU,10,32,31,1,2,NA,NA,NA,JRO,NA,NA,NA
2018-11-20,NA,2018_306,Luxembourg,LUX,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-20,RO-00840,2018_307,Belgium,BEL,5,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-11-20,RO-00840,2018_307,France,FRA,16,41,35,2,2,2,NA,42226.19,CRO,NA,NA,NA
2018-11-20,RO-00840,2018_307,Italy,ITA,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-11-21,RO-00789,2018_308,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-11-21,RO-00789,2018_308,France,FRA,3,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-11-21,RO-00789,2018_308,Germany,DEU,62,39,37,2,1,NA,NA,153941.82,CRO,NA,NA,NA
2018-11-21,RO-00789,2018_308,Switzerland,CHE,2,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-11-22,RO-00716,2018_309,Austria,AUT,11,31,30,1,3,NA,1,88795,NRO,NA,NA,NA
2018-02-05,RO-00574,2018_31,Italy,ITA,39,86,86,NA,2,NA,NA,49187,NRO,NA,NA,NA
2018-11-22,RO-00880,2018_310,Italy,ITA,22,56,55,1,2,NA,NA,51409,NRO,NA,NA,NA
2018-11-26,NA,2018_311,Austria,AUT,1,9,8,1,2,NA,1,NA,JRO,NA,NA,NA
2018-11-26,NA,2018_311,Italy,ITA,4,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2018-11-26,RO-00881,2018_312,Italy,ITA,7,30,29,1,2,NA,NA,33330,NRO,NA,NA,NA
2018-11-27,RO-00801,2018_313,Germany,DEU,15,49,48,1,1,NA,NA,274262.39,NRO,NA,NA,NA
2018-11-27,NA,2018_314,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-27,NA,2018_314,Germany,DEU,109,42,41,1,4,NA,NA,NA,JRO,NA,NA,NA
2018-11-27,RO-00841,2018_315,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-11-27,RO-00841,2018_315,Czech Republic,CZE,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-11-27,RO-00841,2018_315,France,FRA,13,41,35,2,2,2,NA,42052.33,CRO,NA,NA,NA
2018-11-28,NA,2018_316,Austria,AUT,2,10,9,1,NA,NA,2,NA,JRO,NA,NA,NA
2018-11-28,NA,2018_316,Germany,DEU,37,66,64,2,2,NA,NA,NA,JRO,NA,NA,NA
2018-11-30,NA,2018_317,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-11-30,NA,2018_317,Germany,DEU,79,46,45,1,2,NA,NA,NA,JRO,NA,NA,NA
2018-11-30,RO-00867,2018_318,France,FRA,3,14,8,1,1,4,NA,75405.33,NRO,NA,NA,NA
2018-12-01,RO-00856,2018_319,Belgium,BEL,NA,1,NA,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-01,RO-00856,2018_319,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,314966.74,JRO,NA,NA,NA
2018-12-01,RO-00856,2018_319,Italy,ITA,25,98,96,2,6,NA,NA,NA,JRO,NA,NA,NA
2018-02-06,NA,2018_32,Germany,DEU,23,69,68,1,2,NA,NA,171368.34,JRO,NA,NA,NA
2018-02-06,NA,2018_32,Italy,ITA,2,7,6,1,NA,NA,NA,24694.5,JRO,NA,NA,NA
2018-02-06,NA,2018_32,Netherlands,NLD,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-02-06,NA,2018_32,Poland,POL,1,4,3,1,NA,NA,NA,3969.3,JRO,NA,NA,NA
2018-12-04,RO-00665,2018_320,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-12-04,RO-00665,2018_320,Germany,DEU,14,53,52,1,2,NA,NA,NA,JRO,NA,NA,NA
2018-12-04,RO-00865,2018_321,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-12-04,RO-00865,2018_321,Belgium,BEL,7,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-12-04,RO-00865,2018_321,France,FRA,26,35,28,2,2,3,NA,42533.17,CRO,NA,NA,NA
2018-12-04,RO-00865,2018_321,Portugal,PRT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-12-05,RO-00893,2018_322,Italy,ITA,16,39,38,1,2,NA,2,54035,NRO,NA,NA,NA
2018-12-06,RO-00836,2018_323,Austria,AUT,3,15,14,1,3,NA,1,NA,JRO,NA,NA,NA
2018-12-06,RO-00836,2018_323,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,47500,JRO,NA,NA,NA
2018-12-06,RO-00836,2018_323,Germany,DEU,2,7,6,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-06,RO-00836,2018_323,Greece,GRC,4,13,12,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-06,RO-00836,2018_323,Hungary,HUN,1,2,1,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-06,RO-00851,2018_324,Germany,DEU,19,29,29,NA,4,NA,1,NA,JRO,NA,NA,NA
2018-12-10,RO-00899,2018_325,Italy,ITA,30,79,78,1,2,NA,NA,50000,NRO,NA,NA,NA
2018-12-11,RO-00863,2018_326,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-12-11,RO-00863,2018_326,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-12-11,RO-00863,2018_326,France,FRA,26,38,31,2,2,3,1,42438.69,CRO,NA,NA,NA
2018-12-11,RO-00828,2018_327,Austria,AUT,18,40,39,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-11,RO-00828,2018_327,Hungary,HUN,3,7,5,2,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-11,RO-00828,2018_327,Sweden,SWE,25,65,63,2,2,NA,1,NA,JRO,NA,NA,NA
2018-12-11,RO-00805,2018_328,France,FRA,4,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-12-11,RO-00805,2018_328,Germany,DEU,64,45,44,1,NA,NA,1,105717.98,CRO,NA,NA,NA
2018-12-12,RO-00877,2018_329,Germany,DEU,21,76,75,1,2,NA,NA,96728.1,NRO,NA,NA,NA
2018-02-07,RO-00514,2018_33,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-02-07,RO-00514,2018_33,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-02-07,RO-00514,2018_33,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-02-07,RO-00514,2018_33,France,FRA,25,31,31,NA,NA,NA,1,51713.42,CRO,NA,NA,NA
2018-12-12,RO-00877,2018_330,Germany,DEU,79,35,34,1,2,NA,1,NA,JRO,NA,NA,NA
2018-12-12,RO-00842,2018_331,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-12-12,RO-00842,2018_331,Germany,DEU,2,7,6,1,NA,NA,1,NA,JRO,NA,NA,NA
2018-12-12,RO-00798,2018_332,Spain,ESP,60,109,108,1,2,NA,NA,368115.38,NRO,NA,NA,NA
2018-12-12,RO-00711,2018_333,Austria,AUT,12,38,36,2,3,NA,NA,NA,JRO,NA,NA,NA
2018-12-12,RO-00711,2018_333,Belgium,BEL,1,3,2,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-12,RO-00711,2018_333,Bulgaria,BGR,1,3,2,1,1,NA,NA,3902.64,JRO,NA,NA,NA
2018-12-12,RO-00711,2018_333,Finland,FIN,4,10,9,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-12,RO-00711,2018_333,Germany,DEU,11,28,27,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-12,RO-00711,2018_333,Luxembourg,LUX,5,12,10,2,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-12,RO-00711,2018_333,Norway,NOR,1,4,3,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-12,RO-00711,2018_333,Sweden,SWE,3,8,8,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2018-12-13,RO-00845,2018_334,Germany,DEU,91,29,28,1,2,NA,NA,NA,JRO,NA,NA,NA
2018-12-13,RO-00845,2018_334,Malta,MLT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-12-14,RO-00890,2018_335,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-12-14,RO-00890,2018_335,Germany,DEU,74,35,34,1,4,NA,NA,NA,JRO,NA,NA,NA
2018-12-14,RO-00913,2018_336,France,FRA,9,26,23,1,1,1,NA,87874.04,NRO,NA,NA,NA
2018-12-15,RO-00906,2018_337,Italy,ITA,24,91,89,2,4,NA,NA,NA,JRO,NA,NA,NA
2018-12-16,RO-00911,2018_338,Austria,AUT,1,5,4,1,NA,NA,1,73293.12,NRO,NA,NA,NA
2018-12-18,RO-00909,2018_339,Germany,DEU,21,58,57,1,1,NA,NA,232727.22,NRO,NA,NA,NA
2018-02-07,RO-00548,2018_34,Switzerland,CHE,3,12,11,1,2,NA,1,162260.58,NRO,NA,NA,NA
2018-12-18,RO-00862,2018_340,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-12-18,RO-00862,2018_340,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-12-18,RO-00862,2018_340,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-12-18,RO-00862,2018_340,France,FRA,33,38,31,2,2,3,NA,43430.2,CRO,NA,NA,NA
2018-12-18,RO-00834,2018_341,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-12-18,RO-00834,2018_341,Germany,DEU,15,56,55,1,NA,2,NA,NA,JRO,NA,NA,NA
2018-12-20,RO-00912,2018_342,Italy,ITA,20,60,59,1,2,NA,NA,39390,NRO,NA,NA,NA
2018-12-20,RO-00897,2018_343,Spain,ESP,15,45,44,1,2,NA,2,73112.39,NRO,NA,NA,NA
2018-12-21,RO-00908,2018_344,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-12-21,RO-00908,2018_344,Germany,DEU,47,41,40,1,2,NA,1,NA,JRO,NA,NA,NA
2018-12-27,RO-00921,2018_345,Italy,ITA,40,85,83,2,2,NA,NA,57570,NRO,NA,NA,NA
2018-12-27,RO-00908,2018_346,Spain,ESP,15,44,43,1,2,NA,2,70142.99,NRO,NA,NA,NA
2018-02-08,RO-00575,2018_35,Italy,ITA,29,65,65,NA,2,NA,NA,57570,NRO,NA,NA,NA
2018-02-12,RO-00577,2018_36,Italy,ITA,37,93,93,NA,1,NA,NA,47975,NRO,NA,NA,NA
2018-02-14,RO-00513,2018_37,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-02-14,RO-00513,2018_37,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-02-14,RO-00513,2018_37,France,FRA,20,29,27,2,2,NA,2,51208.5,CRO,NA,NA,NA
2018-02-14,RO-00513,2018_37,Netherlands,NLD,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-02-14,NA,2018_38,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-02-14,NA,2018_38,Germany,DEU,135,36,2,34,NA,NA,1,167235.94,JRO,NA,NA,NA
2018-02-14,NA,2018_39,Germany,DEU,5,10,9,1,NA,NA,NA,22457.82,JRO,NA,NA,NA
2018-02-14,NA,2018_39,Switzerland,CHE,5,17,16,1,2,NA,1,158886.25,JRO,NA,NA,NA
2018-01-09,NA,2018_4,Germany,DEU,47,30,29,1,2,NA,2,61648.85,JRO,NA,NA,NA
2018-01-09,NA,2018_4,Luxembourg,LUX,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-02-15,NA,2018_40,Germany,DEU,136,39,38,1,2,NA,1,165967.82,JRO,NA,NA,NA
2018-02-15,NA,2018_40,Portugal,PRT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-02-15,RO-00581,2018_41,Italy,ITA,19,71,71,NA,2,NA,NA,57570,NRO,NA,NA,NA
2018-02-19,NA,2018_42,Austria,AUT,17,50,49,1,3,NA,2,100706.43,JRO,NA,NA,NA
2018-02-19,NA,2018_42,Greece,GRC,7,15,14,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-02-19,RO-00592,2018_43,Italy,ITA,32,82,82,NA,2,NA,NA,60600,NRO,NA,NA,NA
2018-02-20,RO-00404,2018_44,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-02-20,RO-00404,2018_44,Georgia,GEO,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-02-20,RO-00404,2018_44,Germany,DEU,62,46,42,2,1,1,NA,158747.46,CRO,NA,NA,NA
2018-02-20,RO-00404,2018_44,Iceland,ISL,3,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-02-20,NA,2018_45,Germany,DEU,14,43,42,1,1,NA,NA,150640.92,JRO,NA,NA,NA
2018-02-20,NA,2018_45,Netherlands,NLD,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-02-21,NA,2018_46,France,FRA,1,3,2,1,NA,NA,NA,8753.38,JRO,NA,NA,NA
2018-02-21,NA,2018_46,Germany,DEU,3,18,17,1,2,NA,NA,67533.79,JRO,NA,NA,NA
2018-02-21,NA,2018_46,Netherlands,NLD,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-02-22,RO-00443,2018_47,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-02-22,RO-00443,2018_47,Germany,DEU,59,25,24,1,1,NA,1,61560.42,CRO,NA,NA,NA
2018-02-22,RO-00443,2018_47,Sweden,SWE,1,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-02-22,NA,2018_48,Austria,AUT,10,34,33,1,3,NA,1,316585.44,JRO,NA,NA,NA
2018-02-22,NA,2018_48,Belgium,BEL,1,3,2,1,NA,NA,NA,3017.88,JRO,NA,NA,NA
2018-02-22,NA,2018_48,Greece,GRC,3,7,6,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-02-22,NA,2018_48,Hungary,HUN,1,3,2,1,NA,NA,NA,1219.94,JRO,NA,NA,NA
2018-02-22,NA,2018_48,Poland,POL,1,3,2,1,NA,NA,NA,3623.88,JRO,NA,NA,NA
2018-02-22,NA,2018_48,Slovenia,SVN,1,3,2,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-02-22,NA,2018_48,Sweden,SWE,2,6,5,1,NA,NA,NA,NA,JRO,NA,NA,NA
2018-02-22,NA,2018_48,Switzerland,CHE,1,4,3,1,NA,NA,NA,25598.58,JRO,NA,NA,NA
2018-02-22,RO-00597,2018_49,Italy,ITA,40,90,90,NA,2,NA,NA,55530,NRO,NA,NA,NA
2018-01-10,NA,2018_5,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-01-10,NA,2018_5,Germany,DEU,90,34,33,1,2,NA,1,67904.87,JRO,NA,NA,NA
2018-02-26,NA,2018_50,Austria,AUT,5,17,16,1,2,NA,1,86614.51,JRO,NA,NA,NA
2018-02-26,NA,2018_50,Germany,DEU,39,29,28,1,NA,NA,NA,13095.2,JRO,NA,NA,NA
2018-02-26,NA,2018_50,Sweden,SWE,15,27,26,1,2,NA,NA,93824.28,JRO,NA,NA,NA
2018-02-26,NA,2018_51,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-02-26,NA,2018_51,Germany,DEU,3,10,9,1,2,NA,NA,91659.27,JRO,NA,NA,NA
2018-02-26,RO-00599,2018_52,Italy,ITA,34,76,76,NA,2,NA,NA,47369,NRO,NA,NA,NA
2018-02-27,RO-00562,2018_53,Finland,FIN,3,11,10,1,1,NA,NA,99454.8,NRO,NA,NA,NA
2018-02-28,RO-00512,2018_54,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-02-28,RO-00512,2018_54,Belgium,BEL,5,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-02-28,RO-00512,2018_54,France,FRA,22,28,27,1,2,NA,NA,51155.91,CRO,NA,NA,NA
2018-02-28,RO-00512,2018_54,Portugal,PRT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-02-28,NA,2018_55,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-02-28,NA,2018_55,Germany,DEU,25,73,72,1,2,NA,NA,97658.17,JRO,NA,NA,NA
2018-03-01,NA,2018_56,Austria,AUT,15,40,39,1,3,NA,1,371936.77,JRO,NA,NA,NA
2018-03-01,NA,2018_56,Belgium,BEL,5,12,11,1,NA,NA,NA,17809.9,JRO,NA,NA,NA
2018-03-01,NA,2018_56,Germany,DEU,13,44,43,1,NA,NA,NA,44434.64,JRO,NA,NA,NA
2018-03-01,NA,2018_56,Hungary,HUN,1,2,1,1,NA,NA,NA,1263.53,JRO,NA,NA,NA
2018-03-01,NA,2018_56,Norway,NOR,3,9,8,1,NA,NA,NA,51250.43,JRO,NA,NA,NA
2018-03-01,NA,2018_56,Spain,ESP,8,25,24,1,NA,NA,NA,381.78,JRO,NA,NA,NA
2018-03-01,RO-00596,2018_57,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-03-01,RO-00596,2018_57,Belgium,BEL,4,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-03-01,RO-00596,2018_57,Netherlands,NLD,46,29,28,1,2,NA,3,83574.32,CRO,NA,NA,NA
2018-03-01,RO-00600,2018_58,Italy,ITA,31,73,73,NA,2,NA,NA,48278,NRO,NA,NA,NA
2018-03-05,RO-00605,2018_59,Italy,ITA,33,83,82,1,2,NA,NA,69437.5,NRO,NA,NA,NA
2018-01-10,RO-00510,2018_6,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-01-10,RO-00510,2018_6,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-01-10,RO-00510,2018_6,France,FRA,24,33,27,2,2,2,1,54462.36,CRO,NA,NA,NA
2018-03-06,RO-00591,2018_60,France,FRA,7,21,20,1,1,NA,NA,89081.39,NRO,NA,NA,NA
2018-03-07,RO-00511,2018_61,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-03-07,RO-00511,2018_61,Belgium,BEL,5,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-03-07,RO-00511,2018_61,France,FRA,22,29,28,1,2,NA,2,48282.78,CRO,NA,NA,NA
2018-03-07,RO-00511,2018_61,Netherlands,NLD,NA,NA,NA,NA,NA,NA,2,NA,CRO,NA,NA,NA
2018-03-07,NA,2018_62,Portugal,PRT,1,3,2,1,NA,NA,NA,3078.48,JRO,NA,NA,NA
2018-03-07,NA,2018_62,Spain,ESP,68,118,117,1,2,NA,2,405728.5,JRO,NA,NA,NA
2018-03-07,NA,2018_62,Switzerland,CHE,6,19,18,1,NA,NA,NA,69013.22,JRO,NA,NA,NA
2018-03-07,RO-00604,2018_63,Germany,DEU,9,34,33,1,1,NA,1,96405.17,NRO,NA,NA,NA
2018-03-08,NA,2018_64,Austria,AUT,11,16,15,1,2,NA,1,81705.11,JRO,NA,NA,NA
2018-03-08,NA,2018_64,Germany,DEU,50,24,23,1,1,NA,NA,7628.07,JRO,NA,NA,NA
2018-03-08,RO-00606,2018_65,Italy,ITA,31,74,2,72,NA,NA,NA,52722,NRO,NA,NA,NA
2018-03-13,NA,2018_66,Austria,AUT,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2018-03-13,NA,2018_66,Germany,DEU,130,35,34,1,2,NA,NA,100907.07,JRO,NA,NA,NA
2018-03-13,RO-00572,2018_67,Switzerland,CHE,11,35,34,1,3,NA,1,247277.37,NRO,NA,NA,NA
2018-03-14,NA,2018_68,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
